experiment,path,bytes,status,actual_sha256
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85141/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85141/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85141/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85141/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85141/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85141/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85141/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85141/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85142/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85142/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85142/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85142/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85142/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85142/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85142/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85142/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85142/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85143/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85143/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85143/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85143/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85143/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85143/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85143/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85143/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3,adfc2_psm_merge_n3/85143/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84610/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84610/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84610/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84610/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84610/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84610/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84610/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84610/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84610/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84611/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84611/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84611/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84611/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84611/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84611/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84611/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84611/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84611/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84612/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84612/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84612/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84612/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84612/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84612/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84612/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84612/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n3_oldmask,adfc2_psm_merge_n3_oldmask/84612/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/finetune_3/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/finetune_3/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/finetune_4/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/finetune_4/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85147/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/finetune_3/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/finetune_3/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/finetune_4/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/finetune_4/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85148/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/finetune_3/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/finetune_3/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/finetune_4/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/finetune_4/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5,adfc2_psm_merge_n5/85149/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/finetune_3/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/finetune_3/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/finetune_4/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/finetune_4/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84616/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/finetune_3/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/finetune_3/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/finetune_4/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/finetune_4/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84617/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/finetune_3/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/finetune_3/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/finetune_4/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/finetune_4/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_n5_oldmask,adfc2_psm_merge_n5_oldmask/84618/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85165/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85165/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85165/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85165/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85165/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85165/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85165/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85165/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85165/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85166/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85166/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85166/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85166/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85166/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85166/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85166/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85166/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85166/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85167/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85167/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85167/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85167/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85167/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85167/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85167/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85167/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06,adfc2_psm_merge_tf06/85167/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84634/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84634/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84634/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84634/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84634/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84634/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84634/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84634/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84634/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84635/baseline/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84635/baseline/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84635/finetune_0/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84635/finetune_0/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84635/finetune_1/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84635/finetune_1/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84635/finetune_2/checkpoints/best.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84635/finetune_2/checkpoints/last.pt,2937108,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84635/merged/checkpoints/best.pt,2932692,ok,
adfc2_psm_merge_tf06_oldmask,adfc2_psm_merge_tf06_oldmask/84636/baseline/checkpoints/best.pt,2937108,ok,
