parameter,i,j,cosine
decoder.encoder.layers.0.norm2.bias,2,0,nan
decoder.encoder.layers.0.norm2.bias,2,1,nan
decoder.encoder.layers.0.norm2.weight,0,1,nan
decoder.encoder.layers.0.norm2.weight,0,2,nan
decoder.encoder.layers.0.norm2.weight,1,0,nan
decoder.encoder.layers.0.norm2.weight,1,2,nan
decoder.encoder.layers.0.norm2.weight,2,0,nan
decoder.encoder.layers.0.norm2.weight,2,1,nan
decoder.encoder.layers.0.self_attn.in_proj_bias,0,1,0.5435822734958107
decoder.encoder.layers.0.self_attn.in_proj_bias,0,2,0.21044935565746545
decoder.encoder.layers.0.self_attn.in_proj_bias,1,0,0.5435822734958107
decoder.encoder.layers.0.self_attn.in_proj_bias,1,2,0.188707365075426
decoder.encoder.layers.0.self_attn.in_proj_bias,2,0,0.21044935565746545
decoder.encoder.layers.0.self_attn.in_proj_bias,2,1,0.188707365075426
decoder.encoder.layers.0.self_attn.in_proj_weight,0,1,0.3512443257021464
decoder.encoder.layers.0.self_attn.in_proj_weight,0,2,0.19342905880986838
decoder.encoder.layers.0.self_attn.in_proj_weight,1,0,0.3512443257021464
decoder.encoder.layers.0.self_attn.in_proj_weight,1,2,0.3094646885657913
decoder.encoder.layers.0.self_attn.in_proj_weight,2,0,0.19342905880986838
decoder.encoder.layers.0.self_attn.in_proj_weight,2,1,0.3094646885657913
decoder.encoder.layers.0.self_attn.out_proj.bias,0,1,0.8144328172895797
decoder.encoder.layers.0.self_attn.out_proj.bias,0,2,0.14036069935995377
decoder.encoder.layers.0.self_attn.out_proj.bias,1,0,0.8144328172895797
decoder.encoder.layers.0.self_attn.out_proj.bias,1,2,0.3095033071135817
decoder.encoder.layers.0.self_attn.out_proj.bias,2,0,0.14036069935995377
decoder.encoder.layers.0.self_attn.out_proj.bias,2,1,0.3095033071135817
decoder.encoder.layers.0.self_attn.out_proj.weight,0,1,0.2970931233978788
decoder.encoder.layers.0.self_attn.out_proj.weight,0,2,0.04345920506800293
decoder.encoder.layers.0.self_attn.out_proj.weight,1,0,0.2970931233978788
decoder.encoder.layers.0.self_attn.out_proj.weight,1,2,0.11148695306302175
decoder.encoder.layers.0.self_attn.out_proj.weight,2,0,0.04345920506800293
decoder.encoder.layers.0.self_attn.out_proj.weight,2,1,0.11148695306302175
decoder.encoder.layers.1.linear1.bias,0,1,nan
decoder.encoder.layers.1.linear1.bias,0,2,nan
decoder.encoder.layers.1.linear1.bias,1,0,nan
decoder.encoder.layers.1.linear1.bias,1,2,nan
decoder.encoder.layers.1.linear1.bias,2,0,nan
decoder.encoder.layers.1.linear1.bias,2,1,nan
decoder.encoder.layers.1.linear1.weight,0,1,nan
decoder.encoder.layers.1.linear1.weight,0,2,nan
decoder.encoder.layers.1.linear1.weight,1,0,nan
decoder.encoder.layers.1.linear1.weight,1,2,nan
decoder.encoder.layers.1.linear1.weight,2,0,nan
decoder.encoder.layers.1.linear1.weight,2,1,nan
decoder.encoder.layers.1.linear2.bias,0,1,nan
decoder.encoder.layers.1.linear2.bias,0,2,nan
decoder.encoder.layers.1.linear2.bias,1,0,nan
decoder.encoder.layers.1.linear2.bias,1,2,nan
decoder.encoder.layers.1.linear2.bias,2,0,nan
decoder.encoder.layers.1.linear2.bias,2,1,nan
decoder.encoder.layers.1.linear2.weight,0,1,nan
decoder.encoder.layers.1.linear2.weight,0,2,nan
decoder.encoder.layers.1.linear2.weight,1,0,nan
decoder.encoder.layers.1.linear2.weight,1,2,nan
decoder.encoder.layers.1.linear2.weight,2,0,nan
decoder.encoder.layers.1.linear2.weight,2,1,nan
decoder.encoder.layers.1.norm1.bias,0,1,nan
decoder.encoder.layers.1.norm1.bias,0,2,nan
decoder.encoder.layers.1.norm1.bias,1,0,nan
decoder.encoder.layers.1.norm1.bias,1,2,nan
decoder.encoder.layers.1.norm1.bias,2,0,nan
decoder.encoder.layers.1.norm1.bias,2,1,nan
decoder.encoder.layers.1.norm1.weight,0,1,nan
decoder.encoder.layers.1.norm1.weight,0,2,nan
decoder.encoder.layers.1.norm1.weight,1,0,nan
decoder.encoder.layers.1.norm1.weight,1,2,nan
decoder.encoder.layers.1.norm1.weight,2,0,nan
decoder.encoder.layers.1.norm1.weight,2,1,nan
decoder.encoder.layers.1.norm2.bias,0,1,nan
decoder.encoder.layers.1.norm2.bias,0,2,nan
decoder.encoder.layers.1.norm2.bias,1,0,nan
decoder.encoder.layers.1.norm2.bias,1,2,nan
decoder.encoder.layers.1.norm2.bias,2,0,nan
decoder.encoder.layers.1.norm2.bias,2,1,nan
decoder.encoder.layers.1.norm2.weight,0,1,nan
decoder.encoder.layers.1.norm2.weight,0,2,nan
decoder.encoder.layers.1.norm2.weight,1,0,nan
decoder.encoder.layers.1.norm2.weight,1,2,nan
decoder.encoder.layers.1.norm2.weight,2,0,nan
decoder.encoder.layers.1.norm2.weight,2,1,nan
decoder.encoder.layers.1.self_attn.in_proj_bias,0,1,0.5694367725650424
decoder.encoder.layers.1.self_attn.in_proj_bias,0,2,0.1514974156521269
decoder.encoder.layers.1.self_attn.in_proj_bias,1,0,0.5694367725650424
decoder.encoder.layers.1.self_attn.in_proj_bias,1,2,0.36155319799325697
decoder.encoder.layers.1.self_attn.in_proj_bias,2,0,0.1514974156521269
decoder.encoder.layers.1.self_attn.in_proj_bias,2,1,0.36155319799325697
decoder.encoder.layers.1.self_attn.in_proj_weight,0,1,0.35377468259175276
decoder.encoder.layers.1.self_attn.in_proj_weight,0,2,0.1849339863520345
decoder.encoder.layers.1.self_attn.in_proj_weight,1,0,0.35377468259175276
decoder.encoder.layers.1.self_attn.in_proj_weight,1,2,0.2545523730846008
decoder.encoder.layers.1.self_attn.in_proj_weight,2,0,0.1849339863520345
decoder.encoder.layers.1.self_attn.in_proj_weight,2,1,0.2545523730846008
decoder.encoder.layers.1.self_attn.out_proj.bias,0,1,0.8311066779561049
decoder.encoder.layers.1.self_attn.out_proj.bias,0,2,0.10918754400697966
decoder.encoder.layers.1.self_attn.out_proj.bias,1,0,0.8311066779561049
decoder.encoder.layers.1.self_attn.out_proj.bias,1,2,0.34075170774805413
decoder.encoder.layers.1.self_attn.out_proj.bias,2,0,0.10918754400697966
decoder.encoder.layers.1.self_attn.out_proj.bias,2,1,0.34075170774805413
decoder.encoder.layers.1.self_attn.out_proj.weight,0,1,0.3620137218208452
decoder.encoder.layers.1.self_attn.out_proj.weight,0,2,0.007108869488039543
decoder.encoder.layers.1.self_attn.out_proj.weight,1,0,0.3620137218208452
decoder.encoder.layers.1.self_attn.out_proj.weight,1,2,0.1871114187266692
decoder.encoder.layers.1.self_attn.out_proj.weight,2,0,0.007108869488039543
decoder.encoder.layers.1.self_attn.out_proj.weight,2,1,0.1871114187266692
decoder.norm.bias,0,1,nan
decoder.norm.bias,0,2,nan
decoder.norm.bias,1,0,nan
decoder.norm.bias,1,2,nan
decoder.norm.bias,2,0,nan
decoder.norm.bias,2,1,nan
decoder.norm.weight,0,1,nan
decoder.norm.weight,0,2,nan
decoder.norm.weight,1,0,nan
decoder.norm.weight,1,2,nan
decoder.norm.weight,2,0,nan
decoder.norm.weight,2,1,nan
decoder.output_projection.bias,0,1,nan
decoder.output_projection.bias,0,2,nan
decoder.output_projection.bias,1,0,nan
decoder.output_projection.bias,1,2,nan
decoder.output_projection.bias,2,0,nan
decoder.output_projection.bias,2,1,nan
decoder.output_projection.weight,0,1,nan
decoder.output_projection.weight,0,2,nan
decoder.output_projection.weight,1,0,nan
decoder.output_projection.weight,1,2,nan
decoder.output_projection.weight,2,0,nan
decoder.output_projection.weight,2,1,nan
decoder_mask_token,0,1,nan
decoder_mask_token,0,2,nan
decoder_mask_token,1,0,nan
decoder_mask_token,1,2,nan
decoder_mask_token,2,0,nan
decoder_mask_token,2,1,nan
decoder_pos_enc,0,1,nan
decoder_pos_enc,0,2,nan
decoder_pos_enc,1,0,nan
decoder_pos_enc,1,2,nan
decoder_pos_enc,2,0,nan
decoder_pos_enc,2,1,nan
encoder.encoder.layers.0.linear1.bias,0,1,nan
encoder.encoder.layers.0.linear1.bias,0,2,nan
encoder.encoder.layers.0.linear1.bias,1,0,nan
encoder.encoder.layers.0.linear1.bias,1,2,nan
encoder.encoder.layers.0.linear1.bias,2,0,nan
encoder.encoder.layers.0.linear1.bias,2,1,nan
encoder.encoder.layers.0.linear1.weight,0,1,nan
encoder.encoder.layers.0.linear1.weight,0,2,nan
encoder.encoder.layers.0.linear1.weight,1,0,nan
encoder.encoder.layers.0.linear1.weight,1,2,nan
encoder.encoder.layers.0.linear1.weight,2,0,nan
encoder.encoder.layers.0.linear1.weight,2,1,nan
encoder.encoder.layers.0.linear2.bias,0,1,nan
encoder.encoder.layers.0.linear2.bias,0,2,nan
encoder.encoder.layers.0.linear2.bias,1,0,nan
encoder.encoder.layers.0.linear2.bias,1,2,nan
encoder.encoder.layers.0.linear2.bias,2,0,nan
encoder.encoder.layers.0.linear2.bias,2,1,nan
encoder.encoder.layers.0.linear2.weight,0,1,nan
encoder.encoder.layers.0.linear2.weight,0,2,nan
encoder.encoder.layers.0.linear2.weight,1,0,nan
encoder.encoder.layers.0.linear2.weight,1,2,nan
encoder.encoder.layers.0.linear2.weight,2,0,nan
encoder.encoder.layers.0.linear2.weight,2,1,nan
encoder.encoder.layers.0.norm1.bias,0,1,nan
encoder.encoder.layers.0.norm1.bias,0,2,nan
encoder.encoder.layers.0.norm1.bias,1,0,nan
encoder.encoder.layers.0.norm1.bias,1,2,nan
encoder.encoder.layers.0.norm1.bias,2,0,nan
encoder.encoder.layers.0.norm1.bias,2,1,nan
encoder.encoder.layers.0.norm1.weight,0,1,nan
encoder.encoder.layers.0.norm1.weight,0,2,nan
encoder.encoder.layers.0.norm1.weight,1,0,nan
encoder.encoder.layers.0.norm1.weight,1,2,nan
encoder.encoder.layers.0.norm1.weight,2,0,nan
encoder.encoder.layers.0.norm1.weight,2,1,nan
encoder.encoder.layers.0.norm2.bias,0,1,nan
encoder.encoder.layers.0.norm2.bias,0,2,nan
encoder.encoder.layers.0.norm2.bias,1,0,nan
encoder.encoder.layers.0.norm2.bias,1,2,nan
encoder.encoder.layers.0.norm2.bias,2,0,nan
encoder.encoder.layers.0.norm2.bias,2,1,nan
encoder.encoder.layers.0.norm2.weight,0,1,nan
encoder.encoder.layers.0.norm2.weight,0,2,nan
encoder.encoder.layers.0.norm2.weight,1,0,nan
encoder.encoder.layers.0.norm2.weight,1,2,nan
encoder.encoder.layers.0.norm2.weight,2,0,nan
encoder.encoder.layers.0.norm2.weight,2,1,nan
encoder.encoder.layers.0.self_attn.in_proj_bias,0,1,0.7930284809671514
encoder.encoder.layers.0.self_attn.in_proj_bias,0,2,0.6478391991520851
encoder.encoder.layers.0.self_attn.in_proj_bias,1,0,0.7930284809671514
encoder.encoder.layers.0.self_attn.in_proj_bias,1,2,0.7064144153591199
encoder.encoder.layers.0.self_attn.in_proj_bias,2,0,0.6478391991520851
encoder.encoder.layers.0.self_attn.in_proj_bias,2,1,0.7064144153591199
encoder.encoder.layers.0.self_attn.in_proj_weight,0,1,0.33676999731284546
encoder.encoder.layers.0.self_attn.in_proj_weight,0,2,0.16566074887024038
encoder.encoder.layers.0.self_attn.in_proj_weight,1,0,0.33676999731284546
encoder.encoder.layers.0.self_attn.in_proj_weight,1,2,0.1710675374716845
encoder.encoder.layers.0.self_attn.in_proj_weight,2,0,0.16566074887024038
encoder.encoder.layers.0.self_attn.in_proj_weight,2,1,0.1710675374716845
encoder.encoder.layers.0.self_attn.out_proj.bias,0,1,0.6585204717698527
encoder.encoder.layers.0.self_attn.out_proj.bias,0,2,0.20040940734282786
encoder.encoder.layers.0.self_attn.out_proj.bias,1,0,0.6585204717698527
encoder.encoder.layers.0.self_attn.out_proj.bias,1,2,0.13176846272000128
encoder.encoder.layers.0.self_attn.out_proj.bias,2,0,0.20040940734282786
encoder.encoder.layers.0.self_attn.out_proj.bias,2,1,0.13176846272000128
encoder.encoder.layers.0.self_attn.out_proj.weight,0,1,0.28071689840705866
encoder.encoder.layers.0.self_attn.out_proj.weight,0,2,0.17325889364408012
encoder.encoder.layers.0.self_attn.out_proj.weight,1,0,0.28071689840705866
encoder.encoder.layers.0.self_attn.out_proj.weight,1,2,0.234221087183763
encoder.encoder.layers.0.self_attn.out_proj.weight,2,0,0.17325889364408012
encoder.encoder.layers.0.self_attn.out_proj.weight,2,1,0.234221087183763
encoder.encoder.layers.1.linear1.bias,0,1,nan
encoder.encoder.layers.1.linear1.bias,0,2,nan
encoder.encoder.layers.1.linear1.bias,1,0,nan
encoder.encoder.layers.1.linear1.bias,1,2,nan
encoder.encoder.layers.1.linear1.bias,2,0,nan
encoder.encoder.layers.1.linear1.bias,2,1,nan
encoder.encoder.layers.1.linear1.weight,0,1,nan
encoder.encoder.layers.1.linear1.weight,0,2,nan
encoder.encoder.layers.1.linear1.weight,1,0,nan
encoder.encoder.layers.1.linear1.weight,1,2,nan
encoder.encoder.layers.1.linear1.weight,2,0,nan
encoder.encoder.layers.1.linear1.weight,2,1,nan
encoder.encoder.layers.1.linear2.bias,0,1,nan
encoder.encoder.layers.1.linear2.bias,0,2,nan
encoder.encoder.layers.1.linear2.bias,1,0,nan
encoder.encoder.layers.1.linear2.bias,1,2,nan
encoder.encoder.layers.1.linear2.bias,2,0,nan
encoder.encoder.layers.1.linear2.bias,2,1,nan
encoder.encoder.layers.1.linear2.weight,0,1,nan
encoder.encoder.layers.1.linear2.weight,0,2,nan
encoder.encoder.layers.1.linear2.weight,1,0,nan
encoder.encoder.layers.1.linear2.weight,1,2,nan
encoder.encoder.layers.1.linear2.weight,2,0,nan
encoder.encoder.layers.1.linear2.weight,2,1,nan
encoder.encoder.layers.1.norm1.bias,0,1,nan
encoder.encoder.layers.1.norm1.bias,0,2,nan
encoder.encoder.layers.1.norm1.bias,1,0,nan
encoder.encoder.layers.1.norm1.bias,1,2,nan
encoder.encoder.layers.1.norm1.bias,2,0,nan
encoder.encoder.layers.1.norm1.bias,2,1,nan
encoder.encoder.layers.1.norm1.weight,0,1,nan
encoder.encoder.layers.1.norm1.weight,0,2,nan
encoder.encoder.layers.1.norm1.weight,1,0,nan
encoder.encoder.layers.1.norm1.weight,1,2,nan
encoder.encoder.layers.1.norm1.weight,2,0,nan
encoder.encoder.layers.1.norm1.weight,2,1,nan
encoder.encoder.layers.1.norm2.bias,0,1,nan
encoder.encoder.layers.1.norm2.bias,0,2,nan
encoder.encoder.layers.1.norm2.bias,1,0,nan
encoder.encoder.layers.1.norm2.bias,1,2,nan
encoder.encoder.layers.1.norm2.bias,2,0,nan
encoder.encoder.layers.1.norm2.bias,2,1,nan
encoder.encoder.layers.1.norm2.weight,0,1,nan
encoder.encoder.layers.1.norm2.weight,0,2,nan
encoder.encoder.layers.1.norm2.weight,1,0,nan
encoder.encoder.layers.1.norm2.weight,1,2,nan
encoder.encoder.layers.1.norm2.weight,2,0,nan
encoder.encoder.layers.1.norm2.weight,2,1,nan
encoder.encoder.layers.1.self_attn.in_proj_bias,0,1,0.44659210146274925
encoder.encoder.layers.1.self_attn.in_proj_bias,0,2,0.4460577962523411
encoder.encoder.layers.1.self_attn.in_proj_bias,1,0,0.44659210146274925
encoder.encoder.layers.1.self_attn.in_proj_bias,1,2,0.39624332529853656
encoder.encoder.layers.1.self_attn.in_proj_bias,2,0,0.4460577962523411
encoder.encoder.layers.1.self_attn.in_proj_bias,2,1,0.39624332529853656
encoder.encoder.layers.1.self_attn.in_proj_weight,0,1,0.21950883780027652
encoder.encoder.layers.1.self_attn.in_proj_weight,0,2,0.13252362615104177
encoder.encoder.layers.1.self_attn.in_proj_weight,1,0,0.21950883780027652
encoder.encoder.layers.1.self_attn.in_proj_weight,1,2,0.17184388907366052
encoder.encoder.layers.1.self_attn.in_proj_weight,2,0,0.13252362615104177
encoder.encoder.layers.1.self_attn.in_proj_weight,2,1,0.17184388907366052
encoder.encoder.layers.1.self_attn.out_proj.bias,0,1,0.46850464793578894
encoder.encoder.layers.1.self_attn.out_proj.bias,0,2,0.314582419892454
encoder.encoder.layers.1.self_attn.out_proj.bias,1,0,0.46850464793578894
encoder.encoder.layers.1.self_attn.out_proj.bias,1,2,0.11273631923491421
encoder.encoder.layers.1.self_attn.out_proj.bias,2,0,0.314582419892454
encoder.encoder.layers.1.self_attn.out_proj.bias,2,1,0.11273631923491421
encoder.encoder.layers.1.self_attn.out_proj.weight,0,1,0.27605458806814065
encoder.encoder.layers.1.self_attn.out_proj.weight,0,2,0.21286368535978095
encoder.encoder.layers.1.self_attn.out_proj.weight,1,0,0.27605458806814065
encoder.encoder.layers.1.self_attn.out_proj.weight,1,2,0.21952282414231697
encoder.encoder.layers.1.self_attn.out_proj.weight,2,0,0.21286368535978095
encoder.encoder.layers.1.self_attn.out_proj.weight,2,1,0.21952282414231697
encoder.encoder.layers.2.linear1.bias,0,1,nan
encoder.encoder.layers.2.linear1.bias,0,2,nan
encoder.encoder.layers.2.linear1.bias,1,0,nan
encoder.encoder.layers.2.linear1.bias,1,2,nan
encoder.encoder.layers.2.linear1.bias,2,0,nan
encoder.encoder.layers.2.linear1.bias,2,1,nan
encoder.encoder.layers.2.linear1.weight,0,1,nan
encoder.encoder.layers.2.linear1.weight,0,2,nan
encoder.encoder.layers.2.linear1.weight,1,0,nan
encoder.encoder.layers.2.linear1.weight,1,2,nan
encoder.encoder.layers.2.linear1.weight,2,0,nan
encoder.encoder.layers.2.linear1.weight,2,1,nan
encoder.encoder.layers.2.linear2.bias,0,1,nan
encoder.encoder.layers.2.linear2.bias,0,2,nan
encoder.encoder.layers.2.linear2.bias,1,0,nan
encoder.encoder.layers.2.linear2.bias,1,2,nan
encoder.encoder.layers.2.linear2.bias,2,0,nan
encoder.encoder.layers.2.linear2.bias,2,1,nan
encoder.encoder.layers.2.linear2.weight,0,1,nan
encoder.encoder.layers.2.linear2.weight,0,2,nan
encoder.encoder.layers.2.linear2.weight,1,0,nan
encoder.encoder.layers.2.linear2.weight,1,2,nan
encoder.encoder.layers.2.linear2.weight,2,0,nan
encoder.encoder.layers.2.linear2.weight,2,1,nan
encoder.encoder.layers.2.norm1.bias,0,1,nan
encoder.encoder.layers.2.norm1.bias,0,2,nan
encoder.encoder.layers.2.norm1.bias,1,0,nan
encoder.encoder.layers.2.norm1.bias,1,2,nan
encoder.encoder.layers.2.norm1.bias,2,0,nan
encoder.encoder.layers.2.norm1.bias,2,1,nan
encoder.encoder.layers.2.norm1.weight,0,1,nan
encoder.encoder.layers.2.norm1.weight,0,2,nan
encoder.encoder.layers.2.norm1.weight,1,0,nan
encoder.encoder.layers.2.norm1.weight,1,2,nan
encoder.encoder.layers.2.norm1.weight,2,0,nan
encoder.encoder.layers.2.norm1.weight,2,1,nan
encoder.encoder.layers.2.norm2.bias,0,1,nan
encoder.encoder.layers.2.norm2.bias,0,2,nan
encoder.encoder.layers.2.norm2.bias,1,0,nan
encoder.encoder.layers.2.norm2.bias,1,2,nan
encoder.encoder.layers.2.norm2.bias,2,0,nan
encoder.encoder.layers.2.norm2.bias,2,1,nan
encoder.encoder.layers.2.norm2.weight,0,1,nan
encoder.encoder.layers.2.norm2.weight,0,2,nan
encoder.encoder.layers.2.norm2.weight,1,0,nan
encoder.encoder.layers.2.norm2.weight,1,2,nan
encoder.encoder.layers.2.norm2.weight,2,0,nan
encoder.encoder.layers.2.norm2.weight,2,1,nan
encoder.encoder.layers.2.self_attn.in_proj_bias,0,1,0.44557734835435675
encoder.encoder.layers.2.self_attn.in_proj_bias,0,2,0.428191581156172
encoder.encoder.layers.2.self_attn.in_proj_bias,1,0,0.44557734835435675
encoder.encoder.layers.2.self_attn.in_proj_bias,1,2,0.18653759719352186
encoder.encoder.layers.2.self_attn.in_proj_bias,2,0,0.428191581156172
encoder.encoder.layers.2.self_attn.in_proj_bias,2,1,0.18653759719352186
encoder.encoder.layers.2.self_attn.in_proj_weight,0,1,0.15212334235767055
encoder.encoder.layers.2.self_attn.in_proj_weight,0,2,0.11721556187369508
encoder.encoder.layers.2.self_attn.in_proj_weight,1,0,0.15212334235767055
encoder.encoder.layers.2.self_attn.in_proj_weight,1,2,0.11181647387807006
encoder.encoder.layers.2.self_attn.in_proj_weight,2,0,0.11721556187369508
encoder.encoder.layers.2.self_attn.in_proj_weight,2,1,0.11181647387807006
encoder.encoder.layers.2.self_attn.out_proj.bias,0,1,0.5980415923775932
encoder.encoder.layers.2.self_attn.out_proj.bias,0,2,0.3766471126620954
encoder.encoder.layers.2.self_attn.out_proj.bias,1,0,0.5980415923775932
encoder.encoder.layers.2.self_attn.out_proj.bias,1,2,0.27055921638603997
encoder.encoder.layers.2.self_attn.out_proj.bias,2,0,0.3766471126620954
encoder.encoder.layers.2.self_attn.out_proj.bias,2,1,0.27055921638603997
encoder.encoder.layers.2.self_attn.out_proj.weight,0,1,0.20875548505907132
encoder.encoder.layers.2.self_attn.out_proj.weight,0,2,0.16603395660104664
encoder.encoder.layers.2.self_attn.out_proj.weight,1,0,0.20875548505907132
encoder.encoder.layers.2.self_attn.out_proj.weight,1,2,0.19209740565086
encoder.encoder.layers.2.self_attn.out_proj.weight,2,0,0.16603395660104664
encoder.encoder.layers.2.self_attn.out_proj.weight,2,1,0.19209740565086
encoder.norm.bias,0,1,nan
encoder.norm.bias,0,2,nan
encoder.norm.bias,1,0,nan
encoder.norm.bias,1,2,nan
encoder.norm.bias,2,0,nan
encoder.norm.bias,2,1,nan
encoder.norm.weight,0,1,nan
encoder.norm.weight,0,2,nan
encoder.norm.weight,1,0,nan
encoder.norm.weight,1,2,nan
encoder.norm.weight,2,0,nan
encoder.norm.weight,2,1,nan
encoder_pos_enc,0,1,nan
encoder_pos_enc,0,2,nan
encoder_pos_enc,1,0,nan
encoder_pos_enc,1,2,nan
encoder_pos_enc,2,0,nan
encoder_pos_enc,2,1,nan
encoder_to_decoder.bias,0,1,nan
encoder_to_decoder.bias,0,2,nan
encoder_to_decoder.bias,1,0,nan
encoder_to_decoder.bias,1,2,nan
encoder_to_decoder.bias,2,0,nan
encoder_to_decoder.bias,2,1,nan
encoder_to_decoder.weight,0,1,nan
encoder_to_decoder.weight,0,2,nan
encoder_to_decoder.weight,1,0,nan
encoder_to_decoder.weight,1,2,nan
encoder_to_decoder.weight,2,0,nan
encoder_to_decoder.weight,2,1,nan
patch_embedding.bias,0,1,nan
patch_embedding.bias,0,2,nan
patch_embedding.bias,1,0,nan
patch_embedding.bias,1,2,nan
patch_embedding.bias,2,0,nan
patch_embedding.bias,2,1,nan
patch_embedding.weight,0,1,nan
patch_embedding.weight,0,2,nan
patch_embedding.weight,1,0,nan
patch_embedding.weight,1,2,nan
patch_embedding.weight,2,0,nan
patch_embedding.weight,2,1,nan
