trial,params,seed,extra_args,job_id,script_path
10,"{""dataset_baseline_fraction"": ""0.7""}",42,"[""--mae_tx_patch_len"", ""25"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""256"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",58967,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_10.sh
11,"{""dataset_val_fraction"": ""0.10""}",42,"[""--mae_tx_patch_len"", ""25"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""256"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",58968,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_11.sh
12,"{""dataset_val_fraction"": ""0.20""}",42,"[""--mae_tx_patch_len"", ""25"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""256"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",58969,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_12.sh
13,"{""dataset_n_finetune_segments"": ""2""}",42,"[""--mae_tx_patch_len"", ""25"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""256"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",58970,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_13.sh
14,"{""dataset_n_finetune_segments"": ""5""}",42,"[""--mae_tx_patch_len"", ""25"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""256"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",58971,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_14.sh
0,"{""finetune_trainer_reg_lambda"": ""0.0"", ""pipeline_merge_scale"": ""0.3""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59095,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_0.sh
1,"{""finetune_trainer_reg_lambda"": ""1e-3"", ""pipeline_merge_scale"": ""0.3""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59096,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_1.sh
2,"{""finetune_trainer_reg_lambda"": ""1e-2"", ""pipeline_merge_scale"": ""0.3""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59097,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_2.sh
3,"{""finetune_trainer_reg_lambda"": ""0.0"", ""pipeline_merge_scale"": ""0.5""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59098,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_3.sh
4,"{""finetune_trainer_reg_lambda"": ""1e-3"", ""pipeline_merge_scale"": ""0.5""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59099,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_4.sh
5,"{""finetune_trainer_reg_lambda"": ""1e-2"", ""pipeline_merge_scale"": ""0.5""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59100,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_5.sh
6,"{""finetune_trainer_reg_lambda"": ""0.0"", ""pipeline_merge_scale"": ""1.0""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59101,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_6.sh
7,"{""finetune_trainer_reg_lambda"": ""1e-3"", ""pipeline_merge_scale"": ""1.0""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59102,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_7.sh
8,"{""finetune_trainer_reg_lambda"": ""1e-2"", ""pipeline_merge_scale"": ""1.0""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59103,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_8.sh
9,"{""dataset_baseline_fraction"": ""0.3""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59104,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_9.sh
10,"{""dataset_baseline_fraction"": ""0.7""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59105,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_10.sh
11,"{""dataset_val_fraction"": ""0.10""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59106,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_11.sh
12,"{""dataset_val_fraction"": ""0.20""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59107,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_12.sh
13,"{""dataset_n_finetune_segments"": ""2""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59108,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_13.sh
14,"{""dataset_n_finetune_segments"": ""5""}",42,"[""--mae_tx_patch_len"", ""5"", ""--mae_tx_mask_ratio"", ""0.8"", ""--mae_tx_encoder_layers"", ""2"", ""--mae_tx_encoder_heads"", ""2"", ""--mae_tx_encoder_embed_dim"", ""128"", ""--mae_tx_decoder_layers"", ""1"", ""--mae_tx_decoder_heads"", ""2"", ""--mae_tx_decoder_embed_dim"", ""128""]",59109,/work/tesi_ddellacasaventurelli01/incremental-ad/slurm_grid_search/_generated_sbatch/psm_train_incremental_trial_14.sh
